SID,SNAME,SEX,HEIGHT,BDATE,DORM
04004781,刘琼玉,女,170.49,2003-11-21,西1舍503
04004791,王巧振,女,155.5,2004-03-25,南2舍805
04004801,杨书凡,女,176.11,2003-11-06,南1舍811
04004810,李辉锦,男,180.0,2004-10-27,东1舍618
04004821,崔珊瑛,女,149.06,2004-06-26,南1舍816
04004830,龙阳炎,男,174.0,2004-04-08,东2舍801
04004841,高芷尔,女,178.0,2004-08-12,南2舍710
04004851,陆笑初,女,170.06,2004-04-17,南2舍832
04004860,朱襦轼,男,180.0,2004-03-29,北2舍711
04004871,朱珊慧,女,156.29,2004-06-25,东1舍204
04004880,黄正韦,男,162.0,2005-03-24,南1舍309
04004891,涂超华,女,166.16,2004-05-02,北1舍214
04004901,张茵依,女,163.39,2004-04-25,东2舍125
04004911,覃潼自,女,175.03,2004-06-20,北1舍425
04004921,李葵焓,女,157.43,2004-09-15,南2舍622
04004930,吴时华,男,170.0,2004-08-14,东2舍417
04004941,张杭珊,女,155.03,2004-08-21,西2舍538
04004950,邓庭旷,男,179.0,2004-12-21,南1舍313
04004960,刘臻锦,男,175.0,2004-05-06,东2舍934
04004970,梁骏蒙,男,172.0,2004-05-19,南1舍616
04004980,张恬谊,男,177.0,2004-09-12,北2舍614
04004991,陈尔正,女,164.85,2004-12-18,西1舍721
04005000,朱川胜,男,168.0,2004-07-20,东1舍310
04005010,佘宏蓝,男,163.0,2004-03-02,南2舍822
04005021,张琰芯,女,159.92,2004-05-17,南2舍912
04005030,沈励伟,男,154.0,2004-12-29,南1舍702
04005041,罗露娣,女,171.94,2005-04-21,北1舍203
04005051,周媛烟,女,158.41,2004-02-01,南2舍926
04005061,周醉青,女,171.26,2004-10-23,南1舍505
04005071,王琴婵,女,150.91,2004-12-09,西1舍630
04005081,马毓兔,女,151.19,2004-08-09,东2舍432
04005091,李烨舞,女,165.75,2004-02-07,南1舍640
04005100,吴峻伟,男,168.0,2004-03-17,北1舍940
04005110,苏筠诗,男,174.0,2004-05-28,东1舍214
04005121,张龙彩,女,155.25,2003-11-27,南2舍618
04005131,张珍荷,女,156.75,2004-01-10,南1舍227
04005141,唐弦漫,女,161.44,2004-03-30,西2舍238
04005151,赵璧煊,女,159.48,2004-10-07,南2舍415
04005161,江可芹,女,156.06,2004-10-27,南1舍603
04005170,吴韦马,男,172.0,2005-06-27,东2舍321
04005181,张琴弦,女,159.63,2004-10-20,南1舍636
04005191,谢尔霞,女,171.62,2004-02-21,西2舍527
04005200,萧彰行,男,176.0,2004-10-01,西2舍403
04005211,邓维蓉,女,162.22,2004-09-30,西2舍316
04005220,刘珑纪,男,179.0,2005-05-05,东1舍633
04005230,李兴恬,男,178.0,2004-07-15,北2舍616
04005240,贺宣州,男,168.0,2004-11-28,东2舍624
04005250,包义云,男,177.0,2004-03-21,北2舍711
04005260,冯棋真,男,181.0,2004-10-27,东1舍611
04005271,孙正园,女,149.94,2005-07-30,东2舍930
04005281,应桑银,女,155.35,2004-06-20,西1舍613
04005291,翟人曦,女,157.51,2004-11-01,南2舍434
04005300,邓澔政,男,169.0,2004-01-31,西1舍805
04005310,庞海至,男,179.0,2004-04-12,南1舍204
04005320,王李咏,男,167.0,2004-07-10,北1舍940
04005331,曾筱梦,女,167.17,2004-09-27,南2舍933
04005341,叶亭好,女,140.68,2004-01-27,东2舍526
04005350,吴骏谚,男,183.0,2004-08-11,西2舍908
04005361,郭瑛甜,女,154.87,2004-05-07,东1舍202
04005371,庞云梨,女,159.03,2005-06-08,南1舍717
04005380,徐友示,男,176.0,2004-08-23,南2舍934
04005390,周博驾,男,174.0,2004-09-18,东2舍730
04005400,谢诗彤,男,164.0,2004-07-01,西1舍322
04005410,高濮帝,男,169.0,2004-09-10,东1舍502
04005421,张彤初,女,174.75,2004-08-02,北1舍110
04005430,张树奇,男,172.0,2004-03-23,东2舍916
04005441,刘惠筠,女,145.93,2004-10-14,东1舍214
04005450,卢舱彰,男,183.0,2004-02-16,北2舍111
04005460,王腾博,男,177.0,2005-04-06,南2舍637
04005470,童明磊,男,171.0,2003-11-20,南1舍901
04005480,朱锐劻,男,176.0,2004-07-20,西2舍828
04005490,张晟君,男,172.0,2004-12-03,北1舍819
04005501,孙琶梦,女,166.79,2004-10-01,东1舍419
04005511,薛蕴蕴,女,162.05,2004-03-10,东2舍519
04005520,杨杉蒙,男,175.0,2004-12-19,西2舍939
04005530,周逸锐,男,182.0,2004-11-04,东1舍128
04005541,叶凤榆,女,164.17,2004-02-27,北2舍719
04005550,崔崇帝,男,173.0,2004-07-29,南2舍536
04005561,缪优瑾,女,163.97,2004-07-19,南2舍934
04005570,廖锦宣,男,175.0,2004-09-30,西1舍319
04005581,朱溪琴,女,168.33,2004-11-01,北2舍830
04005590,张歌和,男,184.0,2004-06-22,东2舍926
04005601,符菁莉,女,164.8,2004-06-08,东2舍620
04005611,王芳爱,女,169.2,2003-09-21,北2舍912
04005620,姜豪瑾,男,177.0,2004-07-31,南1舍102
04005630,韩照纪,男,167.0,2003-10-07,北1舍432
04005641,郝双晓,女,178.13,2004-07-03,西2舍220
04005651,何宛诗,女,166.79,2004-04-01,西1舍309
04005660,张辰榜,男,174.0,2004-11-24,南2舍440
04005671,陈蓓彩,女,154.54,2004-04-08,东1舍936
04005681,陈偀琦,女,163.87,2005-02-12,西1舍526
04005690,王智峻,男,169.0,2004-09-29,北2舍430
04005700,余昶濯,男,166.0,2003-11-11,东2舍820
04005710,林迈耀,男,173.0,2004-03-29,东2舍930
04005721,周贞林,女,154.85,2004-11-10,西1舍328
04005730,余业光,男,183.0,2004-01-10,东1舍214
04005741,熊暄趣,女,149.91,2004-09-11,北2舍233
04005750,姜驾忠,男,161.0,2003-03-27,南1舍106
04005760,李沧含,男,169.0,2004-09-23,东1舍825
04005771,张娣凤,女,163.05,2005-03-21,南2舍839
04005780,熊科俯,男,181.0,2005-02-18,东2舍908
04005790,郑纲希,男,185.0,2004-10-07,北2舍317
04005801,宋薇卉,女,173.6,2005-02-21,北2舍713
04005810,陈和宏,男,162.0,2004-03-18,南1舍717
04005820,李坤梁,男,175.0,2004-06-05,北2舍704
04005831,杨纹静,女,161.67,2004-01-13,东2舍431
04005840,金盛旲,男,163.0,2004-05-18,东2舍619
04005851,高滟越,女,172.38,2004-05-24,东2舍524
04005860,朱正岑,男,174.0,2004-08-22,北1舍415
04005871,任懿痴,女,165.9,2004-05-24,南2舍132
04005881,王问惜,女,166.17,2004-06-06,北2舍923
04005890,牟俯乔,男,189.0,2004-05-06,北2舍626
04005901,赵颖霜,女,154.66,2004-05-22,西1舍936
04005910,杨单冠,男,175.0,2004-10-27,北1舍833
04005920,李齐涵,男,176.0,2004-07-08,北1舍131
04005931,龚鸾昕,女,166.78,2004-06-05,东1舍125
04005940,房丞诗,男,182.0,2004-05-07,东2舍106
04005951,干丹珞,女,156.66,2004-07-10,东2舍740
04005961,赵熙芝,女,151.49,2004-06-15,南2舍229
04005971,黄蓉冉,女,158.89,2004-03-07,南2舍702
04005981,潘俏超,女,168.44,2004-01-27,南1舍640
04005990,阎乾正,男,187.0,2004-09-21,西2舍111
04006000,罗溯舱,男,163.0,2004-05-10,北2舍125
04006011,赵凤海,女,164.85,2004-10-12,东2舍835
04006021,林真丝,女,179.22,2004-07-01,西1舍136
04006031,李园荣,女,165.32,2004-08-31,西1舍502
04006040,王丞强,男,177.0,2004-09-21,东2舍234
04006050,熊存礼,男,177.0,2003-08-18,西1舍237
04006060,李弛敬,男,170.0,2004-12-20,东1舍228
04006071,吴冰诗,女,157.27,2004-01-17,南2舍518
04006081,翟昕娥,女,174.61,2003-11-05,东1舍818
04006090,冯掣驾,男,179.0,2004-04-01,北2舍536
04006101,林光伟,女,154.56,2004-10-29,南1舍326
04006110,张昌亿,男,174.0,2004-07-14,东2舍622
04006121,齐瑞怡,女,161.68,2004-05-03,东1舍509
04006131,吴贺焓,女,160.41,2004-08-12,东1舍724
04006141,何溪寻,女,160.6,2004-03-16,东2舍240
04006151,张艳烷,女,176.57,2003-12-11,西2舍730
04006161,柳缦冉,女,160.5,2004-03-01,西2舍508
04006171,卢夏馥,女,167.78,2004-05-01,北1舍806
04006181,侯青宛,女,170.13,2004-09-12,北2舍135
04006191,杨安羽,女,153.33,2004-05-01,东1舍633
04006200,杜易奎,男,175.0,2004-02-18,东2舍433
04006211,冯瑾卷,女,162.7,2004-01-13,东2舍509
04006221,黄洛莎,女,168.75,2004-07-30,北1舍426
04006230,万初齐,男,170.0,2004-07-25,东1舍837
04006240,黄轩茂,男,166.0,2004-07-01,东2舍101
04006250,张澔瀚,男,167.0,2004-02-20,北2舍733
04006260,王尧谦,男,159.0,2004-05-05,北2舍513
04006270,郑瑞庭,男,168.0,2003-10-10,北2舍522
04006281,李琶盼,女,165.53,2004-12-14,北1舍307
04006291,郭雨瑛,女,172.9,2005-01-25,南2舍239
04006301,王洁霜,女,162.61,2004-02-05,北1舍110
04006311,包甜超,女,157.1,2004-09-28,东1舍526
04006320,刘隆璥,男,168.0,2003-08-11,南1舍124
04006331,杨棉桂,女,169.83,2003-12-19,东1舍332
04006340,谢凰驾,男,186.0,2004-01-12,北1舍520
04006351,张灿安,女,163.48,2004-12-17,西2舍707
04006360,曹广虚,男,156.0,2004-04-16,西2舍818
04006371,吴欣琶,女,179.56,2004-09-05,西2舍732
04006381,林梓甜,女,161.67,2004-05-08,西2舍416
04006390,王骢州,男,174.0,2004-11-01,西1舍822
04006401,裴萁偀,女,170.29,2004-02-02,东2舍719
04006410,陈畅轼,男,171.0,2004-02-29,北1舍819
04006421,许希敏,女,166.27,2004-02-01,南2舍910
04006431,张漫玮,女,172.58,2004-05-28,北1舍208
04006440,程桓澔,男,169.0,2004-05-02,东1舍837
04006451,张芸婵,女,165.44,2004-06-11,西1舍331
04006460,王玫旖,男,178.0,2003-12-12,南1舍112
04006470,张畅涛,男,175.0,2004-10-02,东2舍532
04006481,刘秀音,女,165.36,2004-08-27,南2舍440
04006490,刘才福,男,175.0,2005-03-04,南2舍424
04006501,许群倩,女,164.41,2004-08-03,西2舍201
04006510,张言霆,男,168.0,2004-06-17,西2舍423
04006521,秦童雁,女,160.9,2004-11-20,西1舍636
04006530,梁棋劭,男,175.0,2004-05-31,西2舍807
04006541,徐萁蓓,女,152.08,2003-10-23,西2舍109
04006550,陈冠帅,男,173.0,2004-07-03,西2舍404
04006561,李虹桑,女,159.31,2004-10-02,南2舍927
04006570,任蒲瑜,男,182.0,2004-05-05,西1舍737
04006581,丘正秀,女,162.06,2005-02-14,东2舍323
04006590,蔡韵劭,男,178.0,2004-02-19,东2舍728
04006600,张珺谱,男,172.0,2005-01-14,东1舍204
04006610,丁齐澜,男,172.0,2004-12-14,南1舍612
04006620,王隆智,男,178.0,2004-09-07,北1舍829
04006630,刘广志,男,176.0,2004-06-01,东1舍511
04006640,刘意诚,男,179.0,2004-11-05,北1舍701
04006651,王傲尔,女,160.32,2004-10-08,南2舍933
04006660,刘胜珺,男,174.0,2004-04-19,西1舍216
04006671,崔桂沁,女,159.71,2004-02-23,南2舍824
04006680,李阔筠,男,179.0,2003-12-27,西1舍326
04006690,黄瑜烊,男,175.0,2005-01-10,西2舍737
04006700,毛颔函,男,170.0,2004-01-01,西1舍203
04006710,袁梁震,男,184.0,2003-11-06,南2舍340
04006721,明凉绮,女,159.29,2004-10-19,西2舍604
04006731,陈聪晗,女,175.2,2004-04-23,南1舍232
04006741,李洲晓,女,159.49,2004-07-14,西2舍808
04006751,张霞珚,女,155.44,2004-08-13,南1舍440
04006761,王琴颢,女,152.93,2004-05-20,南1舍127
04006770,任昭翊,男,179.0,2003-12-12,南1舍835
04006780,黄诤善,男,157.0,2004-04-26,南1舍831
04006791,张弦阳,女,166.05,2003-11-18,南2舍806
04006800,许鸿中,男,187.0,2004-12-14,北2舍429
04006810,王峰辈,男,178.0,2005-01-21,西2舍237
04006820,张亿纲,男,186.0,2004-08-19,西1舍320
04006831,李玫奕,女,157.78,2004-08-31,北2舍501
04006840,李益桦,男,173.0,2004-09-23,西1舍532
04006851,徐颖杭,女,162.75,2005-02-04,北1舍535
04006861,杨梅瑞,女,150.35,2004-06-21,东1舍408
04006871,石睿海,女,157.38,2004-02-19,西2舍821
04006881,刘秀皎,女,169.0,2004-05-22,南2舍216
04006891,殷璐兰,女,164.28,2004-07-08,东2舍424
04006900,桂颜弛,男,186.0,2004-05-30,东2舍801
04006911,高晓焓,女,162.06,2004-05-01,东2舍733
04006920,杨雄承,男,163.0,2004-03-01,南1舍731
04006930,翟蒲中,男,155.0,2004-03-13,东2舍108
04006940,孙澎韶,男,172.0,2003-12-24,北2舍636
04006950,周臣旭,男,184.0,2004-07-18,北2舍836
04006960,徐略镇,男,175.0,2004-12-27,西1舍533
04006970,刘时柏,男,172.0,2004-10-06,东2舍127
04006981,何听婕,女,158.5,2005-01-23,北1舍239
04006990,曹乐锐,男,175.0,2004-07-28,南2舍638
04007001,宋婉奇,女,161.77,2005-01-12,西2舍929
04007011,李觅翠,女,167.17,2004-06-29,西1舍413
04007021,梁柔宇,女,158.95,2004-07-21,西1舍524
04007031,张镱春,女,152.82,2004-06-04,北2舍809
04007040,郝马乾,男,182.0,2004-09-20,北1舍912
04007050,武世冠,男,195.0,2004-11-25,西1舍710
04007061,苏鸾亦,女,157.98,2004-03-15,西2舍935
04007070,宋韩豪,男,163.0,2004-09-04,西2舍128
04007081,王丹燕,女,156.34,2004-08-28,北2舍124
04007090,罗河飒,男,178.0,2004-07-22,东2舍222
04007100,岳耀烊,男,178.0,2004-09-24,西1舍101
04007111,黄瑜纹,女,171.8,2004-09-03,南1舍334
04007120,李基飒,男,176.0,2004-03-22,西2舍507
04007131,江阳逸,女,152.65,2004-06-28,北1舍307
04007140,郁涵畅,男,166.0,2004-06-13,北2舍940
04007150,陈帝钟,男,159.0,2004-10-27,东1舍514
04007161,李宸琼,女,160.59,2004-04-19,东2舍103
04007171,王万珞,女,161.1,2004-06-17,北2舍636
04007180,王焘浦,男,183.0,2004-11-18,东2舍116
04007191,周双振,女,168.25,2005-05-30,南1舍531
04007200,杨苗丞,男,183.0,2005-01-29,东1舍410
04007210,徐青冕,男,189.0,2005-02-08,东1舍135
04007220,曾棋烨,男,167.0,2004-11-17,东2舍211
04007230,张颁泰,男,175.0,2004-10-20,南2舍805
04007240,谢基世,男,176.0,2003-11-11,西2舍206
04007251,朱弦凌,女,171.15,2004-07-20,南1舍919
04007261,刘聪惠,女,159.33,2004-12-05,北2舍704
04007270,刘存意,男,175.0,2004-04-22,西2舍821
04007280,徐杉映,男,161.0,2004-07-20,北2舍510
04007290,邹来哲,男,164.0,2004-08-12,西1舍710
04007300,李佚羽,男,164.0,2004-04-10,东1舍304
04007311,李怡彨,女,164.27,2004-11-24,西1舍819
04007321,陈巧琳,女,163.82,2004-02-18,东1舍433
04007330,曾彦炎,男,171.0,2004-08-31,东2舍235
04007340,高琪风,男,177.0,2004-08-31,西1舍610
04007350,屈濮旲,男,171.0,2004-09-19,东1舍207
04007361,戴沛枝,女,175.6,2004-05-09,北2舍430
04007370,李丞盛,男,164.0,2004-10-27,北1舍517
04007381,李甜丝,女,161.86,2004-10-13,东1舍323
04007391,江洁玲,女,167.98,2004-07-04,南2舍121
04007401,罗奕英,女,157.1,2004-01-21,东1舍419
04007410,何儒旷,男,186.0,2004-05-12,南1舍615
04007420,李卿示,男,168.0,2004-08-18,西1舍716
04007431,万彤纯,女,149.07,2004-08-21,北2舍940
04007441,宋正语,女,172.93,2004-01-20,南2舍414
04007450,邹朕初,男,167.0,2004-06-14,南2舍117
04007461,王梨环,女,170.1,2005-01-11,东1舍734
04007471,张佩菡,女,167.46,2004-07-01,南1舍330
04007480,黄语映,男,170.0,2004-06-25,北2舍623
04007491,杨媱英,女,167.12,2004-09-15,西2舍109
04007501,韩双颜,女,157.08,2004-02-28,西1舍523
04007511,傅烷薇,女,154.68,2004-01-29,北1舍229
04007520,陈骏帅,男,181.0,2004-07-29,南2舍111
04007531,和华翔,女,166.13,2004-03-18,北1舍929
04007541,刘瑜哲,女,156.26,2004-10-09,南1舍137
04007551,林杏舞,女,167.88,2004-05-18,西1舍137
04007561,李熙笛,女,162.09,2004-08-06,北2舍931
04007570,黄克波,男,170.0,2003-08-17,北1舍835
04007580,朱炎韬,男,168.0,2004-12-15,西1舍532
04007590,邓仑昂,男,179.0,2004-04-13,南2舍420
04007600,高崇钊,男,172.0,2004-04-08,东1舍815
04007611,何姣璇,女,158.92,2004-07-19,东1舍611
04007620,韩义淇,男,163.0,2003-12-27,东2舍711
04007630,郝行咏,男,179.0,2004-04-12,西2舍231
04007640,莫频彬,男,172.0,2004-05-27,西2舍604
04007650,袁皓锐,男,172.0,2004-05-08,北1舍925
04007661,申冉茜,女,173.6,2004-07-31,东2舍121
04007671,赵潼晋,女,162.92,2003-12-08,北2舍823
04007681,向楠琰,女,165.35,2004-07-25,北2舍215
04007690,王士博,男,163.0,2004-09-08,东2舍623
04007700,曾泉旭,男,174.0,2004-05-20,南1舍604
04007710,孙皓瀚,男,168.0,2004-05-31,西1舍705
04007720,马全冕,男,164.0,2004-10-14,东2舍120
04007730,孔乐衍,男,190.0,2004-04-07,北1舍303
04007741,殷咏悠,女,148.37,2004-07-22,北2舍437
04007750,尚亿照,男,167.0,2004-07-31,北1舍133
04007761,吴鸣任,女,164.11,2004-01-07,东2舍929
04007771,赵木海,女,167.1,2004-03-30,东1舍107
04007780,马哲鹏,男,157.0,2004-04-28,南2舍132
04007791,郑静铃,女,162.39,2004-03-27,南1舍933
04007800,余智康,男,169.0,2004-08-06,东1舍436
04007810,胡毅琪,男,174.0,2004-09-13,西1舍701
04007820,彭密漾,男,174.0,2004-05-03,东1舍831
04007831,张奕芊,女,156.68,2005-04-28,北2舍921
04007841,李苒熙,女,168.42,2003-12-07,东1舍212
04007850,孔烁哲,男,175.0,2003-09-20,北2舍432
04007860,彭歌康,男,163.0,2004-07-14,东1舍320
04007871,周贞菁,女,161.82,2005-06-29,西1舍427
04007880,俞船韩,男,171.0,2004-01-13,东2舍235
04007891,陈宛尔,女,177.22,2004-03-09,北1舍515
04007900,冯亨希,男,176.0,2004-03-29,南2舍227
04007910,黄谊垒,男,179.0,2004-03-13,北1舍538
04007921,刘悠曼,女,159.37,2005-02-23,西2舍309
04007931,张梅黛,女,176.51,2004-11-30,北2舍419
04007941,汪蕊辰,女,159.93,2004-01-28,西1舍928
04007950,李歌仑,男,166.0,2005-04-23,南2舍110
04007960,于俯鸿,男,184.0,2004-09-20,东1舍708
04007970,魏来礼,男,178.0,2004-03-29,北2舍815
04007981,陈婉瑜,女,170.9,2004-11-01,东1舍640
04007990,吴广洋,男,169.0,2004-04-17,北1舍122
04008001,张林枫,女,165.23,2004-08-19,东1舍336
04008011,曾亦涵,女,157.25,2004-06-29,北2舍611
04008020,胡贯哲,男,175.0,2004-04-19,西2舍714
04008031,郭兰宁,女,160.04,2004-11-07,东2舍708
04008041,卢冬珠,女,153.97,2004-07-12,北1舍126
04008051,何珍倚,女,168.08,2004-06-28,北1舍919
04008061,李馨夏,女,160.0,2004-01-13,南2舍912
04008070,高昱濮,男,182.0,2004-07-13,东1舍329
04008080,余航若,男,169.0,2004-04-23,南1舍322
04008090,顾若焘,男,176.0,2004-04-02,南1舍337
04008100,李骢励,男,181.0,2004-12-04,东1舍512
04008111,锺佩迎,女,167.96,2003-12-23,北2舍221
04008120,杨锐越,男,169.0,2004-12-17,北1舍304
04008130,梁函利,男,175.0,2004-06-29,北2舍539
04008141,王沛卉,女,160.89,2004-06-19,北2舍701
04008150,黄远韬,男,170.0,2004-05-20,南1舍301
04008160,蔡葆浦,男,179.0,2004-03-03,东2舍739
04008170,刘浦喆,男,169.0,2005-01-06,南2舍528
04008180,唐鹰至,男,163.0,2004-11-09,西2舍326
04008191,陶梅爽,女,154.65,2005-05-20,东1舍133
04008200,刘垒虚,男,167.0,2004-02-12,南2舍411
04008210,杨正砂,男,178.0,2004-04-22,东1舍531
04008220,李来澈,男,173.0,2004-11-05,南1舍331
04008231,郭新仪,女,163.97,2004-11-24,南1舍227
04008240,李胜州,男,180.0,2004-07-02,西2舍924
04008251,王榆茗,女,154.96,2005-05-04,南1舍306
04008260,李韶万,男,182.0,2004-05-01,南1舍124
04008271,申影甜,女,154.52,2004-06-13,北2舍906
04008280,冯蔚峻,男,167.0,2004-06-07,西2舍507
04008290,成珑辉,男,174.0,2003-11-25,北1舍833
04008300,强漾珺,男,176.0,2004-07-16,南1舍238
04008310,钱纪言,男,177.0,2004-08-21,东1舍223
04008320,陈泰诗,男,180.0,2004-03-15,西2舍724
04008330,尹珑磊,男,167.0,2004-10-02,东1舍419
04008341,马萌融,女,164.42,2004-04-06,南2舍414
04008350,徐鹏影,男,173.0,2004-07-09,东2舍739
04008360,陈禛保,男,186.0,2004-04-03,北2舍506
04008371,辛娥葵,女,166.65,2005-03-05,南2舍801
04008381,崔碧语,女,158.55,2004-11-14,南2舍411
04008391,黄旋德,女,148.3,2004-03-22,西2舍736
04008400,姚广森,男,170.0,2004-12-07,南1舍901
04008410,李聚皓,男,173.0,2003-12-12,南1舍713
04008420,常立伦,男,165.0,2004-10-25,南2舍635
04008430,李圣缜,男,170.0,2004-12-21,西2舍828
04008440,王攸钦,男,161.0,2004-10-06,南2舍223
04008451,周虞玉,女,163.45,2003-10-12,东1舍407
04008461,杨煦芃,女,176.81,2004-04-05,南1舍336
04008471,夏娇甜,女,162.11,2004-05-29,东2舍202
04008481,李偀苑,女,162.77,2004-03-19,南1舍540
04008490,周峻岑,男,176.0,2004-01-09,北1舍335
04008501,周惜荫,女,154.32,2004-12-22,西1舍621
04008510,朱焘社,男,167.0,2004-03-31,南1舍612
04008520,陈立照,男,178.0,2004-04-04,西2舍723
04008530,杨翰畅,男,174.0,2004-12-20,东2舍104
04008541,王艳允,女,169.84,2004-05-11,西2舍908
04008551,刘晶瑞,女,174.71,2004-04-21,南1舍201
04008560,锺濯翊,男,169.0,2004-07-07,东2舍923
04008571,李梓睿,女,162.84,2004-05-13,南2舍203
04008580,纪涛之,男,186.0,2004-11-18,南2舍824
04008591,刘筱溪,女,155.18,2004-05-18,北2舍231
04008600,易政礼,男,161.0,2004-10-03,西2舍233
04008610,张船垒,男,178.0,2005-11-24,东2舍605
04008620,唐航竣,男,181.0,2004-06-24,北1舍602
04008631,沈瑞玉,女,167.56,2004-10-17,西2舍540
04008640,刘友蓝,男,181.0,2004-03-23,东2舍605
04008650,李达钦,男,178.0,2004-06-09,东2舍705
04008660,张敖涵,男,165.0,2004-10-23,东1舍440
04008670,陈衡单,男,174.0,2004-06-10,北2舍619
04008680,周飒旷,男,174.0,2004-05-08,西1舍630
04008691,王惜昊,女,152.97,2004-04-14,南2舍739
04008701,李初阳,女,164.85,2004-08-17,东1舍230
04008710,洪河奇,男,159.0,2004-09-10,北2舍632
04008720,陈掣洋,男,176.0,2004-06-26,东2舍524
04008731,黄维环,女,163.8,2004-05-11,西2舍118
04008741,黄瑗娣,女,163.84,2004-08-01,东2舍819
